Country,Year,GDP_Forecast
Kuwait,2023,108281420027.06041
Kuwait,2024,108253320654.4636
Kuwait,2025,107902258437.83505
Kuwait,2026,107387487843.03085
Kuwait,2027,106796755509.87204
Kuwait,2028,106178888360.8047
Kuwait,2029,105561392178.69135
Kuwait,2030,104959969768.03284
Kuwait,2031,104383682860.40875
Kyrgyzstan,2022,8813122936.551472
Kyrgyzstan,2023,8673127679.606506
Kyrgyzstan,2024,8997884626.897297
Kyrgyzstan,2025,9237861173.956272
Kyrgyzstan,2026,8237030435.23728
Kyrgyzstan,2027,9772014840.84001
Kyrgyzstan,2028,10430691539.341686
Kyrgyzstan,2029,9458417439.234924
Kyrgyzstan,2030,10143890301.105074
Kyrgyzstan,2031,9366341218.243391
Laos,2022,18483434545.398678
Laos,2023,18771102902.55576
Laos,2024,19234213903.87867
Laos,2025,19746010405.4112
Laos,2026,20728515708.92183
Laos,2027,20630618927.180504
Laos,2028,21804095725.401466
Laos,2029,24392225713.78575
Laos,2030,28149280634.861423
Laos,2031,31744025210.77211
Latvia,2022,34860533167.34716
Latvia,2023,36309574160.63333
Latvia,2024,37570066284.22215
Latvia,2025,38611359960.92882
Latvia,2026,39496787040.45247
Latvia,2027,40282117863.63927
Latvia,2028,41003481357.32594
Latvia,2029,41682567543.55374
Latvia,2030,42332100545.9301
Latvia,2031,42959470331.23258
Lebanon,2022,50396311813.92319
Lebanon,2023,61625853139.37828
Lebanon,2024,74580919987.81073
Lebanon,2025,85012833757.27484
Lebanon,2026,73075371762.68674
Lebanon,2027,74671527564.06396
Lebanon,2028,97814309872.65678
Lebanon,2029,107040955447.00471
Lebanon,2030,129814148546.28758
Lebanon,2031,223379562259.969
Lesotho,2022,1844466282.4932258
Lesotho,2023,1792682944.4117785
Lesotho,2024,1725500753.120886
Lesotho,2025,1657974872.557227
Lesotho,2026,1600874676.4766848
Lesotho,2027,1559073156.4114652
Lesotho,2028,1533431863.9333181
Lesotho,2029,1522810196.596106
Lesotho,2030,1525345440.9248161
Lesotho,2031,1539059368.6021361
Lithuania,2022,56821963656.166275
Lithuania,2023,60519596350.41748
Lithuania,2024,63671337269.74565
Lithuania,2025,65330796090.52606
Lithuania,2026,66068413501.97246
Lithuania,2027,66428245609.04758
Lithuania,2028,66753796908.123886
Lithuania,2029,67173113061.09938
Lithuania,2030,67690165018.123634
Lithuania,2031,68255027207.60263
Luxembourg,2022,62071978490.015015
Luxembourg,2023,48073445065.51276
Luxembourg,2024,29985653315.56244
Luxembourg,2025,12997556337.39264
Luxembourg,2026,-12197152274.22937
Luxembourg,2027,-47469778153.505554
Luxembourg,2028,-66585630624.961365
Luxembourg,2029,-52543738997.197266
Luxembourg,2030,-50302459881.391846
Luxembourg,2031,-52924137547.38251
Madagascar,2022,13115776014.758816
Madagascar,2023,13263438277.935947
Madagascar,2024,13444076614.940315
Madagascar,2025,13632809566.543251
Madagascar,2026,13819052933.596031
Madagascar,2027,13998829775.453033
Madagascar,2028,14171084338.070152
Madagascar,2029,14335953459.122639
Madagascar,2030,14493983440.822247
Madagascar,2031,14645795469.51776
Malawi,2022,9092702161.17313
Malawi,2023,6800366602.724939
Malawi,2024,4990866111.772879
Malawi,2025,3354536300.3935976
Malawi,2026,1772518333.9925492
Malawi,2027,260159039.69299603
Malawi,2028,-1115926778.9480782
Malawi,2029,-2286201986.21288
Malawi,2030,-3195619984.3458185
Malawi,2031,-3806161012.063963
Malaysia,2022,340469291220.5554
Malaysia,2023,354220316712.91455
Malaysia,2024,360455668748.4417
Malaysia,2025,360990914806.2161
Malaysia,2026,369551975569.5624
Malaysia,2027,376778630607.28796
Malaysia,2028,381783149178.8871
Malaysia,2029,388966587633.6848
Malaysia,2030,396016304713.47485
Malaysia,2031,401108550148.78143
Maldives,2022,2681668610.5615573
Maldives,2023,1486720715.3796043
Maldives,2024,178809482.31363252
Maldives,2025,-1184621528.9120803
Maldives,2026,-2531775784.801485
Maldives,2027,-3784504304.79449
Maldives,2028,-4863171341.414013
Maldives,2029,-5691074303.191123
Maldives,2030,-6198921197.084199
Maldives,2031,-6329294057.338001
Mali,2022,16071484862.05552
Mali,2023,19563828914.93302
Mali,2024,21849635514.97554
Mali,2025,22662184344.836666
Mali,2026,22758483373.953625
Mali,2027,18557600583.327106
Mali,2028,17488579147.206104
Mali,2029,19756744706.696415
Mali,2030,26449208595.507595
Mali,2031,30785565686.039227
Malta,2022,14726547847.611473
Malta,2023,14166801252.664211
Malta,2024,14002064904.91074
Malta,2025,13513619726.87998
Malta,2026,13059675774.830315
Malta,2027,12473830473.988947
Malta,2028,11902439447.442595
Malta,2029,11306235142.318256
Malta,2030,10734414999.877853
Malta,2031,10178580804.08966
Mauritania,2022,8129044571.183464
Mauritania,2023,8335860005.099627
Mauritania,2024,8533689453.389421
Mauritania,2025,8722806692.932003
Mauritania,2026,8904039774.081041
Mauritania,2027,9078493324.653212
Mauritania,2028,9247324363.662527
Mauritania,2029,9411595382.719664
Mauritania,2030,9572194633.809566
Mauritania,2031,9729806848.305174
Mauritius,2022,12348305275.499428
Mauritius,2023,12468024884.761305
Mauritius,2024,10704869332.33421
Mauritius,2025,9608702162.825
Mauritius,2026,10850537105.116575
Mauritius,2027,11496196596.023624
Mauritius,2028,11033276680.854336
Mauritius,2029,10420707553.232655
Mauritius,2030,11354024191.13766
Mauritius,2031,12568355789.682323
Mexico,2022,1083516470500.8447
Mexico,2023,1105372390643.103
Mexico,2024,1134190204125.0464
Mexico,2025,1165680465455.8867
Mexico,2026,1197198020830.2334
Mexico,2027,1227464285034.7979
Mexico,2028,1256103947497.0674
Mexico,2029,1283242520865.4763
Mexico,2030,1309224456200.4233
Mexico,2031,1334443159375.0264
Moldova,2022,15152411792.0308
Moldova,2023,18001205537.472046
Moldova,2024,20489057181.316116
Moldova,2025,22641411160.810863
Moldova,2026,24463398733.296215
Moldova,2027,25923545464.137688
Moldova,2028,26949889778.666668
Moldova,2029,27431636116.42104
Moldova,2030,27223659441.909573
Moldova,2031,26151407319.2105
Mongolia,2022,13007625598.512669
Mongolia,2023,12553778706.520939
Mongolia,2024,11961458738.715927
Mongolia,2025,11241283389.626293
Mongolia,2026,10405203649.09298
Mongolia,2027,9466796310.776642
Mongolia,2028,8441307719.69124
Mongolia,2029,7345550283.987814
Mongolia,2030,6197706989.760069
Mongolia,2031,5017075376.257673
Morocco,2022,113794064074.30055
Morocco,2023,112864411864.54677
Morocco,2024,111823654016.39664
Morocco,2025,110684069083.52037
Morocco,2026,109474139265.67717
Morocco,2027,108221630912.05258
Morocco,2028,106951134989.80211
Morocco,2029,105683886911.07507
Morocco,2030,104437943261.6599
Morocco,2031,103228412109.50443
Mozambique,2022,13454329979.62046
Mozambique,2023,13351429175.86175
Mozambique,2024,13470022100.775242
Mozambique,2025,13656875672.537277
Mozambique,2026,13824612305.20691
Mozambique,2027,13939233885.045574
Mozambique,2028,14001419250.33752
Mozambique,2029,14027300838.32646
Mozambique,2030,14034639927.126057
Mozambique,2031,14036053533.845997
Myanmar,2022,81495444213.86057
Myanmar,2023,88763751471.20549
Myanmar,2024,96165902552.93065
Myanmar,2025,101926366985.88402
Myanmar,2026,110176043727.59738
Myanmar,2027,115779335330.90668
Myanmar,2028,117823922487.02359
Myanmar,2029,124478497279.16428
Myanmar,2030,126130919861.34424
Myanmar,2031,129701108371.3859
Namibia,2022,10550239577.933935
Namibia,2023,10580131839.913427
Namibia,2024,10568251102.23873
Namibia,2025,10460571927.505903
Namibia,2026,10251539220.201475
Namibia,2027,9951752007.583097
Namibia,2028,9580326947.022957
Namibia,2029,9159677735.936241
Namibia,2030,8712157040.503271
Namibia,2031,8257949975.435205
Nepal,2022,32799090749.00512
Nepal,2023,30593381801.292305
Nepal,2024,26920397395.8656
Nepal,2025,19932708776.796234
Nepal,2026,7025035344.94326
Nepal,2027,-16393718249.689262
Nepal,2028,-58504562852.002144
Nepal,2029,-133972241049.64496
Nepal,2030,-269096417516.01398
Nepal,2031,-511035850600.07697
Netherlands,2022,1028577801123.7966
Netherlands,2023,1179377075093.004
Netherlands,2024,1302789600373.621
Netherlands,2025,1427411781552.3164
Netherlands,2026,1543222704479.4546
Netherlands,2027,1613890941819.0176
Netherlands,2028,1650622156878.966
Netherlands,2029,1651620971907.0552
Netherlands,2030,1609903689568.3079
Netherlands,2031,1520343385594.0515
New Zealand,2022,206228077408.82495
New Zealand,2023,203416981431.6504
New Zealand,2024,201768908497.1624
New Zealand,2025,201296146665.32336
New Zealand,2026,202101447224.96515
New Zealand,2027,204254839548.7284
New Zealand,2028,207760301917.9657
New Zealand,2029,212551639770.09558
New Zealand,2030,218499267275.8156
New Zealand,2031,225421836499.58484
Nicaragua,2022,4409277992.086504
Nicaragua,2023,1154064473.6563148
Nicaragua,2024,7595910419.444107
Nicaragua,2025,2538874766.560131
Nicaragua,2026,-44407106020.37814
Nicaragua,2027,-59543382041.49217
Nicaragua,2028,30863814613.519073
Nicaragua,2029,44771418080.37897
Nicaragua,2030,-279797635960.8447
Nicaragua,2031,-436007979680.1599
Niger,2022,18918826995.502117
Niger,2023,31259104423.56257
Niger,2024,39589850641.39424
Niger,2025,40825880758.21219
Niger,2026,47088397333.97551
Niger,2027,74620680124.93452
Niger,2028,106546689820.63025
Niger,2029,124951660443.89136
Niger,2030,129226132031.67001
Niger,2031,114888101740.48495
Nigeria,2022,398944914246.6421
Nigeria,2023,402842865640.02325
Nigeria,2024,406446688170.63367
Nigeria,2025,410593768022.1846
Nigeria,2026,391059289903.57416
Nigeria,2027,371148451349.9455
Nigeria,2028,350524999151.67413
Nigeria,2029,334060269806.5878
Nigeria,2030,326080777718.3581
Nigeria,2031,322232976712.104
North Macedonia,2022,9355302291.460981
North Macedonia,2023,9493440943.664982
North Macedonia,2024,9218405154.724253
North Macedonia,2025,8273241601.315323
North Macedonia,2026,10928593858.933273
North Macedonia,2027,8220364244.261866
North Macedonia,2028,6631178834.047499
North Macedonia,2029,6812309888.370666
North Macedonia,2030,5674762069.912545
North Macedonia,2031,8409327346.516519
Norway,2022,354945308958.59906
Norway,2023,342251685328.1891
Norway,2024,326179949808.343
Norway,2025,308221013879.7497
Norway,2026,288383101819.9511
Norway,2027,266419720885.92035
Norway,2028,242084043167.64783
Norway,2029,215142285969.09143
Norway,2030,185357590727.78967
Norway,2031,152478759193.13428
Oman,2022,64554899469.7319
Oman,2023,43558255373.80239
Oman,2024,40436963635.11783
Oman,2025,14392976605.56192
Oman,2026,-14758568384.322563
Oman,2027,-73651551364.38629
Oman,2028,-85858499131.93512
Oman,2029,-12808248245.27832
Oman,2030,-40509308524.10013
Oman,2031,-84973083742.55731
Pakistan,2022,432121894103.8904
Pakistan,2023,468136875647.8074
Pakistan,2024,309887381119.39453
Pakistan,2025,269567338484.81152
Pakistan,2026,295212395135.00024
Pakistan,2027,538891223064.655
Pakistan,2028,597595297040.0085
Pakistan,2029,523980977993.5111
Pakistan,2030,147370648529.94336
Pakistan,2031,-199702707458.54077
Panama,2022,23218563477.503098
Panama,2023,26294932708.366302
Panama,2024,-43662916427.28017
Panama,2025,-25479030073.81066
Panama,2026,-172774444987.81696
Panama,2027,-95381321356.85281
Panama,2028,-401342175144.74927
Panama,2029,-153826529355.99347
Panama,2030,-807129214411.687
Panama,2031,-109628879443.43372
Papua New Guinea,2022,25317467510.430443
Papua New Guinea,2023,25091628822.216667
Papua New Guinea,2024,25747449773.056183
Papua New Guinea,2025,26598472473.120655
Papua New Guinea,2026,27290800704.569084
Papua New Guinea,2027,27757608252.629906
Papua New Guinea,2028,28519852068.84375
Papua New Guinea,2029,29712660576.05836
Papua New Guinea,2030,30767003105.98634
Papua New Guinea,2031,31872185018.96077
Paraguay,2022,1936904818.913971
Paraguay,2023,132098763315.9674
Paraguay,2024,-468129537658.9497
Paraguay,2025,2155206225955.0615
Paraguay,2026,-9468771197842.613
Paraguay,2027,42002020100604.32
Paraguay,2028,-185883452157361.34
Paraguay,2029,823106803888945.8
Paraguay,2030,-3644284971641334.0
Paraguay,2031,1.613554004654342e+16
Peru,2022,193378254978.66208
Peru,2023,187934915943.517
Peru,2024,189708810771.99493
Peru,2025,193394806274.40253
Peru,2026,199600475472.7558
Peru,2027,208395244096.05133
Peru,2028,219436737096.41846
Peru,2029,233062345366.44385
Peru,2030,248460341495.41772
Peru,2031,264684816427.0002
Philippines,2022,340289750556.5544
Philippines,2023,331517828766.03516
Philippines,2024,314835957644.249
Philippines,2025,314431280451.20026
Philippines,2026,314322158102.4658
Philippines,2027,310946126735.34515
Philippines,2028,296246240521.9489
Philippines,2029,291218147303.54895
Philippines,2030,310484171359.51135
Philippines,2031,333333780267.21484
Poland,2022,721919695827.0696
Poland,2023,896458631603.7014
Poland,2024,1133093644193.9265
Poland,2025,1495552522231.9312
Poland,2026,1837338434498.4258
Poland,2027,2106575171576.2031
Poland,2028,2343070665513.794
Poland,2029,3147541544884.7974
Poland,2030,3556002307256.543
Poland,2031,3931435044060.864
Portugal,2022,255365966976.12042
Portugal,2023,251289209007.17538
Portugal,2024,219116321169.0817
Portugal,2025,217613520483.38364
Portugal,2026,219814023062.88794
Portugal,2027,201559146876.6393
Portugal,2028,207593517886.14496
Portugal,2029,222662309092.79022
Portugal,2030,174287897958.25583
Portugal,2031,194050091577.95084
Puerto Rico,2022,104660250541.31699
Puerto Rico,2023,104454748499.58441
Puerto Rico,2024,106218090838.22418
Puerto Rico,2025,105802025412.7508
Puerto Rico,2026,104861458041.74121
Puerto Rico,2027,103599318493.43051
Puerto Rico,2028,102781871765.52502
Puerto Rico,2029,101942871623.20389
Puerto Rico,2030,100818341442.68536
Puerto Rico,2031,99419274954.2081
Republic of the Congo,2022,15832310885.720673
Republic of the Congo,2023,18935044497.274345
Republic of the Congo,2024,14195715946.56131
Republic of the Congo,2025,11378712967.420044
Republic of the Congo,2026,10282699549.361877
Republic of the Congo,2027,13050129832.178093
Republic of the Congo,2028,22628049667.59854
Republic of the Congo,2029,36237079140.72981
Republic of the Congo,2030,44047125340.63323
Republic of the Congo,2031,38481413552.64251
Romania,2022,66771186523.5
Romania,2023,339430724843.46875
Romania,2024,-33109770662.59375
Romania,2025,406932192467.75
Romania,2026,74822867549.40625
Romania,2027,434486775817.53125
Romania,2028,178933272794.65625
Romania,2029,333370272768.375
Romania,2030,357154366536.40625
Romania,2031,41735361264.75
Russia,2022,1653913575422.2637
Russia,2023,1543660532497.5586
Russia,2024,-121114487476.14453
Russia,2025,101253817581.53906
Russia,2026,8223825251088.5625
Russia,2027,15711385548106.178
Russia,2028,159477841071.97266
Russia,2029,-50966123343203.89
Russia,2030,-81276587231119.03
Russia,2031,43747630675469.19
Rwanda,2022,10711982345.55606
Rwanda,2023,11181392434.312893
Rwanda,2024,11298388600.188606
Rwanda,2025,11961426551.096752
Rwanda,2026,11732718385.352562
Rwanda,2027,11654026498.437876
Rwanda,2028,11847714359.113144
Rwanda,2029,11648341116.874561
Rwanda,2030,12718752923.408955
Rwanda,2031,12666838895.209091
Saint Kitts and Nevis,2022,912542157.6460958
Saint Kitts and Nevis,2023,916618101.833209
Saint Kitts and Nevis,2024,978593055.7064137
Saint Kitts and Nevis,2025,975619478.0033064
Saint Kitts and Nevis,2026,1018292597.4590347
Saint Kitts and Nevis,2027,1032402332.3849895
Saint Kitts and Nevis,2028,1065563124.9322798
Saint Kitts and Nevis,2029,1113589739.121814
Saint Kitts and Nevis,2030,1146111674.0476794
Saint Kitts and Nevis,2031,1185157502.3156772
Saint Lucia,2022,1761819744.6109943
Saint Lucia,2023,2309549951.289177
Saint Lucia,2024,2396832740.027773
Saint Lucia,2025,2052231117.4495227
Saint Lucia,2026,1341499737.746672
Saint Lucia,2027,1169494641.5703385
Saint Lucia,2028,1614793665.7766533
Saint Lucia,2029,2432123045.6035385
Saint Lucia,2030,2535459462.5027313
Saint Lucia,2031,1791714957.5938632
Saint Vincent and the Grenadines,2022,807470693.2367193
Saint Vincent and the Grenadines,2023,803780358.7038472
Saint Vincent and the Grenadines,2024,797655685.8549734
Saint Vincent and the Grenadines,2025,789560806.2588038
Saint Vincent and the Grenadines,2026,779714282.5194491
Saint Vincent and the Grenadines,2027,768269084.3828806
Saint Vincent and the Grenadines,2028,755369785.9697386
Saint Vincent and the Grenadines,2029,741168770.3815656
Saint Vincent and the Grenadines,2030,725829105.1035287
Saint Vincent and the Grenadines,2031,709523324.2802051
Samoa,2022,779621017.8553098
Samoa,2023,743759642.1081251
Samoa,2024,703365134.0720991
Samoa,2025,660313365.5488914
Samoa,2026,615688580.7287798
Samoa,2027,570249091.2327582
Samoa,2028,524609068.17922604
Samoa,2029,479307868.75864005
Samoa,2030,434835041.2207825
Samoa,2031,391638097.5225537
Saudi Arabia,2022,956907680297.3811
Saudi Arabia,2023,1714616186055.3604
Saudi Arabia,2024,1379507928056.378
Saudi Arabia,2025,1507998617230.5596
Saudi Arabia,2026,2641010106044.6084
Saudi Arabia,2027,4119720426388.803
Saudi Arabia,2028,3960241916039.4414
Saudi Arabia,2029,3443861376630.8594
Saudi Arabia,2030,2982861245034.782
Saudi Arabia,2031,4708641670750.867
Senegal,2022,28306481089.0449
Senegal,2023,30238452989.650425
Senegal,2024,32103445170.750107
Senegal,2025,30588072442.194862
Senegal,2026,31385606236.87132
Senegal,2027,30285957706.06214
Senegal,2028,34928141214.28973
Senegal,2029,34218287044.20967
Senegal,2030,30077074726.37422
Senegal,2031,26702225418.52849
Seychelles,2022,1304344143.8341432
Seychelles,2023,1403757978.2485209
Seychelles,2024,1317475555.640935
Seychelles,2025,1456179498.9235568
Seychelles,2026,1801427223.9573367
Seychelles,2027,2031038368.5503056
Seychelles,2028,2093051820.0440984
Seychelles,2029,2245153832.7561874
Seychelles,2030,2539123052.566882
Seychelles,2031,2775709162.2622356
Sierra Leone,2022,4389719616.4253235
Sierra Leone,2023,4818836133.730118
Sierra Leone,2024,5051216287.45668
Sierra Leone,2025,5138483223.024994
Sierra Leone,2026,5289677996.7031555
Sierra Leone,2027,5589492314.983566
Sierra Leone,2028,5955975506.268524
Sierra Leone,2029,6306944262.08783
Sierra Leone,2030,6653870791.284088
Sierra Leone,2031,7056733713.984253
Singapore,2022,336860042316.9492
Singapore,2023,225139432925.4879
Singapore,2024,77005089892.03052
Singapore,2025,-13935599309.565552
Singapore,2026,-195855897722.91742
Singapore,2027,-573163339841.8179
Singapore,2028,-961467567433.1285
Singapore,2029,-1359926974847.1235
Singapore,2030,-2101918222073.65
Singapore,2031,-3199746923691.162
Slovenia,2022,52294917601.56766
Slovenia,2023,49511366949.36693
Slovenia,2024,48116379097.40758
Slovenia,2025,47820527747.805405
Slovenia,2026,48232251360.88598
Slovenia,2027,48990657207.30961
Slovenia,2028,49754230675.05525
Slovenia,2029,50344113686.92735
Slovenia,2030,50721893336.34001
Slovenia,2031,50931564345.76701
Solomon Islands,2022,1548412651.7354221
Solomon Islands,2023,1541520563.7799034
Solomon Islands,2024,1528475472.2734637
Solomon Islands,2025,1511344300.664299
Solomon Islands,2026,1491546094.314744
Solomon Islands,2027,1470133541.9424129
Solomon Islands,2028,1447936469.8116326
Solomon Islands,2029,1425634436.7872062
Solomon Islands,2030,1403793333.4787135
Solomon Islands,2031,1382884089.719286
South Africa,2022,341820885420.8511
South Africa,2023,354285771472.46924
South Africa,2024,369937193269.5137
South Africa,2025,387052227276.833
South Africa,2026,403989565896.44727
South Africa,2027,419279826166.72705
South Africa,2028,431884647388.958
South Africa,2029,441306418571.1377
South Africa,2030,447544483012.81104
South Africa,2031,450971111953.95703
South Korea,2022,1419648242300.4707
South Korea,2023,862577102123.8823
South Korea,2024,600533537505.8623
South Korea,2025,1154249506173.7456
South Korea,2026,1771804633182.083
South Korea,2027,1912044729012.2744
South Korea,2028,2219429245699.2324
South Korea,2029,2371401443811.0
South Korea,2030,1932644889388.5889
South Korea,2031,2149107936989.7124
Spain,2022,1278466358698.1382
Spain,2023,1331722009246.108
Spain,2024,1410227292555.1626
Spain,2025,1489315572979.501
Spain,2026,1556603068157.7026
Spain,2027,1610035230325.7188
Spain,2028,1652763211347.7192
Spain,2029,1688715117682.4058
Spain,2030,1720393420850.3955
Spain,2031,1748642025039.0435
Sri Lanka,2022,76503127367.07375
Sri Lanka,2023,72756963370.08702
Sri Lanka,2024,69325931743.79495
Sri Lanka,2025,66203484147.624054
Sri Lanka,2026,63413063992.98489
Sri Lanka,2027,60979506490.28934
Sri Lanka,2028,58918986120.260345
Sri Lanka,2029,57236305060.036804
Sri Lanka,2030,55925098072.34976
Sri Lanka,2031,54969182242.34833
Sudan,2022,16857395559.847824
Sudan,2023,12504300765.023163
Sudan,2024,8194921118.503405
Sudan,2025,3904775033.9799776
Sudan,2026,-365609926.68224144
Sudan,2027,-4603508024.6373005
Sudan,2028,-8790484925.369652
Sudan,2029,-12905714331.607002
Sudan,2030,-16927699757.430832
Sudan,2031,-20835192312.588043
Suriname,2022,12605944048.827911
Suriname,2023,16961835595.136873
Suriname,2024,23965236914.67272
Suriname,2025,18809928544.969467
Suriname,2026,19041780624.166126
Suriname,2027,27031401146.65908
Suriname,2028,47371650953.30302
Suriname,2029,52845925407.44202
Suriname,2030,2867017469.6782494
Suriname,2031,-11376967869.934341
Sweden,2022,570489896611.696
Sweden,2023,574240141063.2423
Sweden,2024,572237809012.0354
Sweden,2025,569874157009.9746
Sweden,2026,567621151823.8922
Sweden,2027,565320627609.7869
Sweden,2028,562917325763.4098
Sweden,2029,560419726629.2848
Sweden,2030,557852916773.1733
Sweden,2031,555245976514.247
Switzerland,2022,701562330554.7559
Switzerland,2023,723856813877.0967
Switzerland,2024,819763807349.3551
Switzerland,2025,850928050003.8951
Switzerland,2026,727733415343.2051
Switzerland,2027,750094587017.8789
Switzerland,2028,867346025516.7319
Switzerland,2029,833708969642.7473
Switzerland,2030,860577517980.3037
Switzerland,2031,867142894361.5304
Tajikistan,2022,8058359652.907985
Tajikistan,2023,8440428492.593693
Tajikistan,2024,8123093299.117537
Tajikistan,2025,7077382643.681605
Tajikistan,2026,6904381497.859657
Tajikistan,2027,6010526946.568635
Tajikistan,2028,6755603410.919499
Tajikistan,2029,5995210761.141774
Tajikistan,2030,4501192177.0725765
Tajikistan,2031,3001660611.6176553
Tanzania,2022,67805675495.91871
Tanzania,2023,72513698708.18127
Tanzania,2024,82625342043.03787
Tanzania,2025,86666437082.54846
Tanzania,2026,91224522652.41571
Tanzania,2027,102046278715.89847
Tanzania,2028,103690308984.08115
Tanzania,2029,109950314530.8991
Tanzania,2030,113228886806.34471
Tanzania,2031,112017475429.3516
Thailand,2022,515433566211.46313
Thailand,2023,413253444428.2125
Thailand,2024,410255777024.5715
Thailand,2025,284499488312.965
Thailand,2026,74987336359.2522
Thailand,2027,-211382528316.4055
Thailand,2028,-478913485553.2256
Thailand,2029,-923807140524.8064
Thailand,2030,-1271311861876.5923
Thailand,2031,-1871500324991.802
Togo,2022,6648736386.737086
Togo,2023,9322312511.26237
Togo,2024,12365807548.045101
Togo,2025,12387904806.012281
Togo,2026,11382067525.128033
Togo,2027,10625515349.891705
Togo,2028,14706694293.814255
Togo,2029,10994396826.212336
Togo,2030,9733990521.351795
Togo,2031,17104397153.889423
Tonga,2022,469424588.2735394
Tonga,2023,469295160.62698567
Tonga,2024,469410589.1455008
Tonga,2025,471553024.8683821
Tonga,2026,475554161.3489233
Tonga,2027,481167294.138976
Tonga,2028,488003772.70368445
Tonga,2029,495613568.7621552
Tonga,2030,503542461.4434029
Tonga,2031,511376607.43042886
Trinidad and Tobago,2022,17196721809.666588
Trinidad and Tobago,2023,17480574375.025787
Trinidad and Tobago,2024,18352794042.571003
Trinidad and Tobago,2025,18548664626.624893
Trinidad and Tobago,2026,18315915199.126347
Trinidad and Tobago,2027,18049253422.682903
Trinidad and Tobago,2028,17888452441.877247
Trinidad and Tobago,2029,17813441829.337914
Trinidad and Tobago,2030,17779665558.083874
Trinidad and Tobago,2031,17765472461.921463
Tunisia,2022,29718511900.191757
Tunisia,2023,39853497568.706894
Tunisia,2024,43952306990.86935
Tunisia,2025,47715863486.238205
Tunisia,2026,60574508159.753525
Tunisia,2027,52855626163.36778
Tunisia,2028,59696832307.12807
Tunisia,2029,64357792386.45178
Tunisia,2030,70753075534.01582
Tunisia,2031,79364777859.01581
Turkmenistan,2022,44098411011.17723
Turkmenistan,2023,44774743054.050186
Turkmenistan,2024,46134611484.87645
Turkmenistan,2025,47604580384.51941
Turkmenistan,2026,48917326799.84562
Turkmenistan,2027,49913903964.192894
Turkmenistan,2028,50691749644.78044
Turkmenistan,2029,51399000493.08661
Turkmenistan,2030,52068524872.311554
Turkmenistan,2031,52669846475.45177
Türkiye,2022,1297226836920.086
Türkiye,2023,998387896942.3511
Türkiye,2024,535109493753.2583
Türkiye,2025,346167487504.9927
Türkiye,2026,-98652472127.31445
Türkiye,2027,476943612050.98145
Türkiye,2028,731413951760.9897
Türkiye,2029,230314676081.292
Türkiye,2030,-178155603760.98535
Türkiye,2031,-710725417022.9814
Uganda,2022,41924969478.7737
Uganda,2023,48859674823.04282
Uganda,2024,59511127914.848656
Uganda,2025,75048765958.7062
Uganda,2026,85348365561.35999
Uganda,2027,95440506982.97981
Uganda,2028,113245287069.28738
Uganda,2029,126022132497.52724
Uganda,2030,151128425820.9305
Uganda,2031,174955903239.99713
Ukraine,2022,466034078602.1914
Ukraine,2023,1373142586296.822
Ukraine,2024,3331427407251.8853
Ukraine,2025,7316153041826.263
Ukraine,2026,15461135343527.945
Ukraine,2027,32329814389954.047
Ukraine,2028,67545122081279.81
Ukraine,2029,141293683040862.72
Ukraine,2030,295871358093131.6
Ukraine,2031,619896929736191.2
United Arab Emirates,2022,450611751300.54004
United Arab Emirates,2023,474620956037.3419
United Arab Emirates,2024,494870388083.6596
United Arab Emirates,2025,437949114812.7537
United Arab Emirates,2026,382499808835.23694
United Arab Emirates,2027,454143497567.19366
United Arab Emirates,2028,585996892181.8146
United Arab Emirates,2029,646460381435.7316
United Arab Emirates,2030,679414008953.2295
United Arab Emirates,2031,595922201400.564
United Kingdom,2022,2637699112911.124
United Kingdom,2023,2519071293923.133
United Kingdom,2024,2283988709155.591
United Kingdom,2025,2058073685463.2031
United Kingdom,2026,1902661575042.0078
United Kingdom,2027,1759578594077.805
United Kingdom,2028,1621272113178.9294
United Kingdom,2029,1469901178850.174
United Kingdom,2030,1292119407901.7588
United Kingdom,2031,1085226707719.6456
United States,2022,21567904458325.742
United States,2023,22124650602213.78
United States,2024,22655687006875.227
United States,2025,23176158491115.11
United States,2026,23692735776711.723
United States,2027,24208194764866.58
United States,2028,24723568508146.34
United States,2029,25239139702224.613
United States,2030,25754892275543.812
United States,2031,26270712075816.094
United States Minor Outlying Islands,2022,9188521348.964642
United States Minor Outlying Islands,2023,9127364090.638437
United States Minor Outlying Islands,2024,9187828304.300377
United States Minor Outlying Islands,2025,9247922932.941357
United States Minor Outlying Islands,2026,9239768435.967985
United States Minor Outlying Islands,2027,9143411736.106524
United States Minor Outlying Islands,2028,8970345100.961319
United States Minor Outlying Islands,2029,8746229931.601822
United States Minor Outlying Islands,2030,8497976873.604487
United States Minor Outlying Islands,2031,8246648899.256274
Uruguay,2022,72662669239.21542
Uruguay,2023,85708781901.32657
Uruguay,2024,77512633189.514
Uruguay,2025,43968657694.084915
Uruguay,2026,28820546993.979378
Uruguay,2027,67232233811.06505
Uruguay,2028,121782055195.73944
Uruguay,2029,117067784295.02792
Uruguay,2030,13742770453.32035
Uruguay,2031,-84530351064.74231
Uzbekistan,2022,55602363107.75682
Uzbekistan,2023,44716509317.614395
Uzbekistan,2024,34731471848.23311
Uzbekistan,2025,28473302141.86371
Uzbekistan,2026,23855472794.9019
Uzbekistan,2027,20224151254.529404
Uzbekistan,2028,15539622207.75351
